frame,time_seconds,object_id,class,cx,cy,x1,y1,x2,y2,visible
72,2.880,2,package,157,430,116,400,198,460,1
73,2.920,1,package,333,230,297,202,369,258,1
73,2.920,2,package,160,430,119,400,201,460,1
74,2.960,1,package,337,230,301,202,373,258,1
74,2.960,2,package,164,430,123,400,205,460,1
75,3.000,1,package,340,230,304,202,376,258,1
75,3.000,2,package,167,430,126,400,208,460,1
76,3.040,1,package,344,230,308,202,380,258,1
76,3.040,2,package,171,430,130,400,212,460,1
77,3.080,1,package,348,230,312,202,384,258,1
77,3.080,2,package,175,430,134,400,216,460,1
78,3.120,1,package,352,230,316,202,388,258,1
78,3.120,2,package,178,430,137,400,219,460,1
79,3.160,1,package,356,230,320,202,392,258,1
79,3.160,2,package,182,430,141,400,223,460,1
80,3.200,1,package,360,230,324,202,396,258,1
80,3.200,2,package,185,430,144,400,226,460,1
81,3.240,1,package,363,230,327,202,399,258,1
81,3.240,2,package,189,430,148,400,230,460,1
82,3.280,1,package,367,230,331,202,403,258,1
82,3.280,2,package,192,430,151,400,233,460,1
83,3.320,1,package,371,230,335,202,407,258,1
83,3.320,2,package,196,430,155,400,237,460,1
84,3.360,1,package,375,230,339,202,411,258,1
84,3.360,2,package,200,430,159,400,241,460,1
85,3.400,1,package,379,230,343,202,415,258,1
85,3.400,2,package,203,430,162,400,244,460,1
86,3.440,1,package,383,230,347,202,419,258,1
86,3.440,2,package,207,430,166,400,248,460,1
87,3.480,1,package,386,230,350,202,422,258,1
87,3.480,2,package,210,430,169,400,251,460,1
88,3.520,1,package,390,230,354,202,426,258,1
88,3.520,2,package,214,430,173,400,255,460,1
89,3.560,1,package,394,230,358,202,430,258,1
89,3.560,2,package,217,430,176,400,258,460,1
90,3.600,1,package,398,230,362,202,434,258,1
90,3.600,2,package,221,430,180,400,262,460,1
91,3.640,1,package,402,230,366,202,438,258,1
91,3.640,2,package,225,430,184,400,266,460,1
92,3.680,1,package,406,230,370,202,442,258,1
92,3.680,2,package,228,430,187,400,269,460,1
93,3.720,1,package,409,230,373,202,445,258,1
93,3.720,2,package,232,430,191,400,273,460,1
94,3.760,1,package,413,230,377,202,449,258,1
94,3.760,2,package,235,430,194,400,276,460,1
95,3.800,1,package,417,230,381,202,453,258,1
95,3.800,2,package,239,430,198,400,280,460,1
96,3.840,1,package,421,230,385,202,457,258,1
96,3.840,2,package,243,430,202,400,284,460,1
97,3.880,1,package,425,230,389,202,461,258,1
97,3.880,2,package,246,430,205,400,287,460,1
98,3.920,1,package,429,230,393,202,465,258,1
98,3.920,2,package,250,430,209,400,291,460,1
99,3.960,1,package,432,230,396,202,468,258,1
99,3.960,2,package,253,430,212,400,294,460,1
100,4.000,1,package,436,230,400,202,472,258,1
100,4.000,2,package,257,430,216,400,298,460,1
101,4.040,1,package,440,230,404,202,476,258,1
101,4.040,2,package,260,430,219,400,301,460,1
102,4.080,1,package,444,230,408,202,480,258,1
102,4.080,2,package,264,430,223,400,305,460,1
103,4.120,1,package,448,230,412,202,484,258,1
103,4.120,2,package,268,430,227,400,309,460,1
104,4.160,1,package,452,230,416,202,488,258,1
104,4.160,2,package,271,430,230,400,312,460,1
105,4.200,1,package,455,230,419,202,491,258,1
105,4.200,2,package,275,430,234,400,316,460,1
106,4.240,1,package,459,230,423,202,495,258,1
106,4.240,2,package,278,430,237,400,319,460,1
107,4.280,1,package,463,230,427,202,499,258,1
107,4.280,2,package,282,430,241,400,323,460,1
108,4.320,1,package,467,230,431,202,503,258,1
108,4.320,2,package,285,430,244,400,326,460,1
109,4.360,1,package,471,230,435,202,507,258,1
109,4.360,2,package,289,430,248,400,330,460,1
110,4.400,1,package,475,230,439,202,511,258,1
110,4.400,2,package,293,430,252,400,334,460,1
111,4.440,1,package,478,230,442,202,514,258,1
111,4.440,2,package,296,430,255,400,337,460,1
112,4.480,1,package,482,230,446,202,518,258,1
112,4.480,2,package,300,430,259,400,341,460,1
113,4.520,1,package,486,230,450,202,522,258,1
113,4.520,2,package,303,430,262,400,344,460,1
114,4.560,1,package,490,230,454,202,526,258,1
114,4.560,2,package,307,430,266,400,348,460,1
115,4.600,1,package,494,230,458,202,530,258,1
115,4.600,2,package,310,430,269,400,351,460,1
116,4.640,1,package,498,230,462,202,534,258,1
116,4.640,2,package,314,430,273,400,355,460,1
117,4.680,1,package,501,230,465,202,537,258,1
117,4.680,2,package,318,430,277,400,359,460,1
118,4.720,1,package,505,230,469,202,541,258,1
118,4.720,2,package,321,430,280,400,362,460,1
119,4.760,1,package,509,230,473,202,545,258,1
119,4.760,2,package,325,430,284,400,366,460,1
120,4.800,1,package,513,230,477,202,549,258,1
120,4.800,2,package,328,430,287,400,369,460,1
121,4.840,1,package,517,230,481,202,553,258,1
121,4.840,2,package,332,430,291,400,373,460,1
122,4.880,1,package,521,230,485,202,557,258,1
122,4.880,2,package,336,430,295,400,377,460,1
123,4.920,1,package,524,230,488,202,560,258,1
123,4.920,2,package,339,430,298,400,380,460,1
124,4.960,1,package,528,230,492,202,564,258,1
124,4.960,2,package,343,430,302,400,384,460,1
125,5.000,1,package,532,230,496,202,568,258,1
125,5.000,2,package,346,430,305,400,387,460,1
126,5.040,1,package,536,230,500,202,572,258,1
126,5.040,2,package,350,430,309,400,391,460,1
127,5.080,1,package,540,230,504,202,576,258,1
127,5.080,2,package,353,430,312,400,394,460,1
128,5.120,1,package,544,230,508,202,580,258,1
128,5.120,2,package,357,430,316,400,398,460,1
129,5.160,1,package,547,230,511,202,583,258,1
129,5.160,2,package,361,430,320,400,402,460,1
130,5.200,1,package,551,230,515,202,587,258,1
130,5.200,2,package,364,430,323,400,405,460,1
131,5.240,1,package,555,230,519,202,591,258,1
131,5.240,2,package,368,430,327,400,409,460,1
132,5.280,1,package,559,230,523,202,595,258,1
132,5.280,2,package,371,430,330,400,412,460,1
133,5.320,1,package,563,230,527,202,599,258,1
133,5.320,2,package,375,430,334,400,416,460,1
134,5.360,1,package,567,230,531,202,603,258,1
134,5.360,2,package,378,430,337,400,419,460,1
135,5.400,1,package,570,230,534,202,606,258,1
135,5.400,2,package,382,430,341,400,423,460,1
136,5.440,1,package,574,230,538,202,610,258,1
136,5.440,2,package,386,430,345,400,427,460,1
137,5.480,1,package,578,230,542,202,614,258,1
137,5.480,2,package,389,430,348,400,430,460,1
138,5.520,1,package,582,230,546,202,618,258,1
138,5.520,2,package,393,430,352,400,434,460,1
139,5.560,1,package,586,230,550,202,622,258,1
139,5.560,2,package,396,430,355,400,437,460,1
140,5.600,1,package,590,230,554,202,626,258,1
140,5.600,2,package,400,430,359,400,441,460,1
141,5.640,1,package,593,230,557,202,629,258,1
141,5.640,2,package,403,430,362,400,444,460,1
142,5.680,1,package,597,230,561,202,633,258,1
142,5.680,2,package,407,430,366,400,448,460,1
143,5.720,1,package,601,230,565,202,637,258,1
143,5.720,2,package,411,430,370,400,452,460,1
144,5.760,1,package,605,230,569,202,641,258,1
144,5.760,2,package,414,430,373,400,455,460,1
145,5.800,1,package,609,230,573,202,645,258,1
145,5.800,2,package,418,430,377,400,459,460,1
146,5.840,1,package,613,230,577,202,649,258,1
146,5.840,2,package,421,430,380,400,462,460,1
147,5.880,1,package,616,230,580,202,652,258,1
147,5.880,2,package,425,430,384,400,466,460,1
148,5.920,1,package,620,230,584,202,656,258,1
148,5.920,2,package,429,430,388,400,470,460,1
149,5.960,1,package,624,230,588,202,660,258,1
149,5.960,2,package,432,430,391,400,473,460,1
150,6.000,1,package,628,230,592,202,664,258,1
150,6.000,2,package,436,430,395,400,477,460,1
151,6.040,1,package,632,230,596,202,668,258,1
151,6.040,2,package,439,430,398,400,480,460,1
152,6.080,1,package,636,230,600,202,672,258,1
152,6.080,2,package,443,430,402,400,484,460,1
153,6.120,1,package,639,230,603,202,675,258,1
153,6.120,2,package,446,430,405,400,487,460,1
154,6.160,1,package,643,230,607,202,679,258,1
154,6.160,2,package,450,430,409,400,491,460,1
155,6.200,1,package,647,230,611,202,683,258,1
155,6.200,2,package,454,430,413,400,495,460,1
156,6.240,1,package,651,230,615,202,687,258,1
156,6.240,2,package,457,430,416,400,498,460,1
157,6.280,1,package,655,230,619,202,691,258,1
157,6.280,2,package,461,430,420,400,502,460,1
158,6.320,1,package,659,230,623,202,695,258,1
158,6.320,2,package,464,430,423,400,505,460,1
159,6.360,1,package,662,230,626,202,698,258,1
159,6.360,2,package,468,430,427,400,509,460,1
160,6.400,1,package,666,230,630,202,702,258,1
160,6.400,2,package,471,430,430,400,512,460,1
161,6.440,1,package,670,230,634,202,706,258,1
161,6.440,2,package,475,430,434,400,516,460,1
162,6.480,1,package,674,230,638,202,710,258,1
162,6.480,2,package,479,430,438,400,520,460,1
163,6.520,1,package,678,230,642,202,714,258,1
163,6.520,2,package,482,430,441,400,523,460,1
164,6.560,1,package,682,230,646,202,718,258,1
164,6.560,2,package,486,430,445,400,527,460,1
165,6.600,1,package,685,230,649,202,721,258,1
165,6.600,2,package,489,430,448,400,530,460,1
166,6.640,1,package,689,230,653,202,725,258,1
166,6.640,2,package,493,430,452,400,534,460,1
167,6.680,1,package,693,230,657,202,729,258,1
167,6.680,2,package,496,430,455,400,537,460,1
168,6.720,1,package,697,230,661,202,733,258,1
168,6.720,2,package,500,430,459,400,541,460,1
169,6.760,1,package,701,230,665,202,737,258,1
169,6.760,2,package,504,430,463,400,545,460,1
170,6.800,1,package,705,230,669,202,741,258,1
170,6.800,2,package,507,430,466,400,548,460,1
171,6.840,1,package,708,230,672,202,744,258,1
171,6.840,2,package,511,430,470,400,552,460,1
172,6.880,1,package,712,230,676,202,748,258,1
172,6.880,2,package,514,430,473,400,555,460,1
173,6.920,1,package,716,230,680,202,752,258,1
173,6.920,2,package,518,430,477,400,559,460,1
174,6.960,1,package,720,230,684,202,756,258,1
174,6.960,2,package,522,430,481,400,563,460,1
175,7.000,1,package,724,230,688,202,760,258,1
175,7.000,2,package,525,430,484,400,566,460,1
176,7.040,1,package,728,230,692,202,764,258,1
176,7.040,2,package,529,430,488,400,570,460,1
177,7.080,1,package,731,230,695,202,767,258,1
177,7.080,2,package,532,430,491,400,573,460,1
178,7.120,1,package,735,230,699,202,771,258,1
178,7.120,2,package,536,430,495,400,577,460,1
179,7.160,1,package,739,230,703,202,775,258,1
179,7.160,2,package,539,430,498,400,580,460,1
180,7.200,1,package,743,230,707,202,779,258,1
180,7.200,2,package,543,430,502,400,584,460,1
180,7.200,3,package,1080,330,1046,303,1114,357,1
181,7.240,1,package,747,230,711,202,783,258,1
181,7.240,2,package,547,430,506,400,588,460,1
181,7.240,3,package,1076,330,1042,303,1110,357,1
182,7.280,1,package,751,230,715,202,787,258,1
182,7.280,2,package,550,430,509,400,591,460,1
182,7.280,3,package,1073,330,1039,303,1107,357,1
183,7.320,1,package,754,230,718,202,790,258,1
183,7.320,2,package,554,430,513,400,595,460,1
183,7.320,3,package,1070,330,1036,303,1104,357,1
184,7.360,1,package,758,230,722,202,794,258,1
184,7.360,2,package,557,430,516,400,598,460,1
184,7.360,3,package,1066,330,1032,303,1100,357,1
185,7.400,1,package,762,230,726,202,798,258,1
185,7.400,2,package,561,430,520,400,602,460,1
185,7.400,3,package,1063,330,1029,303,1097,357,1
186,7.440,1,package,766,230,730,202,802,258,1
186,7.440,2,package,564,430,523,400,605,460,1
186,7.440,3,package,1060,330,1026,303,1094,357,1
187,7.480,1,package,770,230,734,202,806,258,1
187,7.480,2,package,568,430,527,400,609,460,1
187,7.480,3,package,1056,330,1022,303,1090,357,1
188,7.520,1,package,774,230,738,202,810,258,1
188,7.520,2,package,572,430,531,400,613,460,1
188,7.520,3,package,1053,330,1019,303,1087,357,1
189,7.560,1,package,777,230,741,202,813,258,1
189,7.560,2,package,575,430,534,400,616,460,1
189,7.560,3,package,1050,330,1016,303,1084,357,1
190,7.600,1,package,781,230,745,202,817,258,1
190,7.600,2,package,579,430,538,400,620,460,1
190,7.600,3,package,1046,330,1012,303,1080,357,1
191,7.640,1,package,785,230,749,202,821,258,1
191,7.640,2,package,582,430,541,400,623,460,1
191,7.640,3,package,1043,330,1009,303,1077,357,1
192,7.680,1,package,789,230,753,202,825,258,1
192,7.680,2,package,586,430,545,400,627,460,1
192,7.680,3,package,1040,330,1006,303,1074,357,1
193,7.720,1,package,793,230,757,202,829,258,1
193,7.720,2,package,589,430,548,400,630,460,1
193,7.720,3,package,1036,330,1002,303,1070,357,1
194,7.760,1,package,797,230,761,202,833,258,1
194,7.760,2,package,593,430,552,400,634,460,1
194,7.760,3,package,1033,330,999,303,1067,357,1
195,7.800,1,package,800,230,764,202,836,258,1
195,7.800,2,package,597,430,556,400,638,460,1
195,7.800,3,package,1030,330,996,303,1064,357,1
196,7.840,1,package,804,230,768,202,840,258,1
196,7.840,2,package,600,430,559,400,641,460,1
196,7.840,3,package,1026,330,992,303,1060,357,1
197,7.880,1,package,808,230,772,202,844,258,1
197,7.880,2,package,604,430,563,400,645,460,1
197,7.880,3,package,1023,330,989,303,1057,357,1
198,7.920,1,package,812,230,776,202,848,258,1
198,7.920,2,package,607,430,566,400,648,460,1
198,7.920,3,package,1020,330,986,303,1054,357,1
199,7.960,1,package,816,230,780,202,852,258,1
199,7.960,2,package,611,430,570,400,652,460,1
199,7.960,3,package,1016,330,982,303,1050,357,1
200,8.000,1,package,820,230,784,202,856,258,1
200,8.000,2,package,615,430,574,400,656,460,1
200,8.000,3,package,1013,330,979,303,1047,357,1
201,8.040,1,package,823,230,787,202,859,258,1
201,8.040,2,package,618,430,577,400,659,460,1
201,8.040,3,package,1010,330,976,303,1044,357,1
202,8.080,1,package,827,230,791,202,863,258,1
202,8.080,2,package,622,430,581,400,663,460,1
202,8.080,3,package,1006,330,972,303,1040,357,1
203,8.120,1,package,831,230,795,202,867,258,1
203,8.120,2,package,625,430,584,400,666,460,1
203,8.120,3,package,1003,330,969,303,1037,357,1
204,8.160,1,package,835,230,799,202,871,258,1
204,8.160,2,package,629,430,588,400,670,460,1
204,8.160,3,package,1000,330,966,303,1034,357,1
205,8.200,1,package,839,230,803,202,875,258,1
205,8.200,2,package,632,430,591,400,673,460,1
205,8.200,3,package,996,330,962,303,1030,357,1
206,8.240,1,package,843,230,807,202,879,258,1
206,8.240,2,package,636,430,595,400,677,460,1
206,8.240,3,package,993,330,959,303,1027,357,1
207,8.280,1,package,846,230,810,202,882,258,1
207,8.280,2,package,640,430,599,400,681,460,1
207,8.280,3,package,990,330,956,303,1024,357,1
208,8.320,1,package,850,230,814,202,886,258,1
208,8.320,2,package,643,430,602,400,684,460,1
208,8.320,3,package,987,330,953,303,1021,357,1
209,8.360,1,package,854,230,818,202,890,258,1
209,8.360,2,package,647,430,606,400,688,460,1
209,8.360,3,package,983,330,949,303,1017,357,1
210,8.400,1,package,858,230,822,202,894,258,1
210,8.400,2,package,650,430,609,400,691,460,1
210,8.400,3,package,980,330,946,303,1014,357,1
211,8.440,1,package,862,230,826,202,898,258,1
211,8.440,2,package,654,430,613,400,695,460,1
211,8.440,3,package,977,330,943,303,1011,357,1
212,8.480,1,package,866,230,830,202,902,258,1
212,8.480,2,package,657,430,616,400,698,460,1
212,8.480,3,package,973,330,939,303,1007,357,1
213,8.520,1,package,869,230,833,202,905,258,1
213,8.520,2,package,661,430,620,400,702,460,1
213,8.520,3,package,970,330,936,303,1004,357,1
214,8.560,1,package,873,230,837,202,909,258,1
214,8.560,2,package,665,430,624,400,706,460,1
214,8.560,3,package,967,330,933,303,1001,357,1
215,8.600,1,package,877,230,841,202,913,258,1
215,8.600,2,package,668,430,627,400,709,460,1
215,8.600,3,package,963,330,929,303,997,357,1
216,8.640,1,package,881,230,845,202,917,258,1
216,8.640,2,package,672,430,631,400,713,460,1
216,8.640,3,package,960,330,926,303,994,357,1
217,8.680,1,package,885,230,849,202,921,258,1
217,8.680,2,package,675,430,634,400,716,460,1
217,8.680,3,package,957,330,923,303,991,357,1
218,8.720,1,package,889,230,853,202,925,258,1
218,8.720,2,package,679,430,638,400,720,460,1
218,8.720,3,package,953,330,919,303,987,357,1
219,8.760,1,package,892,230,856,202,928,258,1
219,8.760,2,package,682,430,641,400,723,460,1
219,8.760,3,package,950,330,916,303,984,357,1
220,8.800,1,package,896,230,860,202,932,258,1
220,8.800,2,package,686,430,645,400,727,460,1
220,8.800,3,package,947,330,913,303,981,357,1
221,8.840,1,package,900,230,864,202,936,258,1
221,8.840,2,package,690,430,649,400,731,460,1
221,8.840,3,package,943,330,909,303,977,357,1
222,8.880,1,package,904,230,868,202,940,258,1
222,8.880,2,package,693,430,652,400,734,460,1
222,8.880,3,package,940,330,906,303,974,357,1
223,8.920,1,package,908,230,872,202,944,258,1
223,8.920,2,package,697,430,656,400,738,460,1
223,8.920,3,package,937,330,903,303,971,357,1
224,8.960,1,package,912,230,876,202,948,258,1
224,8.960,2,package,700,430,659,400,741,460,1
224,8.960,3,package,933,330,899,303,967,357,1
225,9.000,1,package,915,230,879,202,951,258,1
225,9.000,2,package,704,430,663,400,745,460,1
225,9.000,3,package,930,330,896,303,964,357,1
226,9.040,1,package,919,230,883,202,955,258,1
226,9.040,2,package,708,430,667,400,749,460,1
226,9.040,3,package,927,330,893,303,961,357,1
227,9.080,1,package,923,230,887,202,959,258,1
227,9.080,2,package,711,430,670,400,752,460,1
227,9.080,3,package,923,330,889,303,957,357,1
228,9.120,1,package,927,230,891,202,963,258,1
228,9.120,2,package,715,430,674,400,756,460,1
228,9.120,3,package,920,330,886,303,954,357,1
229,9.160,1,package,931,230,895,202,967,258,1
229,9.160,2,package,718,430,677,400,759,460,1
229,9.160,3,package,917,330,883,303,951,357,1
230,9.200,1,package,935,230,899,202,971,258,1
230,9.200,2,package,722,430,681,400,763,460,1
230,9.200,3,package,913,330,879,303,947,357,1
231,9.240,1,package,938,230,902,202,974,258,1
231,9.240,2,package,725,430,684,400,766,460,1
231,9.240,3,package,910,330,876,303,944,357,1
232,9.280,1,package,942,230,906,202,978,258,1
232,9.280,2,package,729,430,688,400,770,460,1
232,9.280,3,package,907,330,873,303,941,357,1
233,9.320,1,package,946,230,910,202,982,258,1
233,9.320,2,package,733,430,692,400,774,460,1
233,9.320,3,package,903,330,869,303,937,357,1
234,9.360,1,package,950,230,914,202,986,258,1
234,9.360,2,package,736,430,695,400,777,460,1
234,9.360,3,package,900,330,866,303,934,357,1
235,9.400,1,package,954,230,918,202,990,258,1
235,9.400,2,package,740,430,699,400,781,460,1
235,9.400,3,package,897,330,863,303,931,357,1
236,9.440,1,package,958,230,922,202,994,258,1
236,9.440,2,package,743,430,702,400,784,460,1
236,9.440,3,package,894,330,860,303,928,357,1
237,9.480,1,package,961,230,925,202,997,258,1
237,9.480,2,package,747,430,706,400,788,460,1
237,9.480,3,package,890,330,856,303,924,357,1
238,9.520,1,package,965,230,929,202,1001,258,1
238,9.520,2,package,750,430,709,400,791,460,1
238,9.520,3,package,887,330,853,303,921,357,1
239,9.560,1,package,969,230,933,202,1005,258,1
239,9.560,2,package,754,430,713,400,795,460,1
239,9.560,3,package,884,330,850,303,918,357,1
240,9.600,1,package,973,230,937,202,1009,258,1
240,9.600,2,package,758,430,717,400,799,460,1
240,9.600,3,package,880,330,846,303,914,357,1
241,9.640,1,package,977,230,941,202,1013,258,1
241,9.640,2,package,761,430,720,400,802,460,1
241,9.640,3,package,877,330,843,303,911,357,1
242,9.680,1,package,981,230,945,202,1017,258,1
242,9.680,2,package,765,430,724,400,806,460,1
242,9.680,3,package,874,330,840,303,908,357,1
243,9.720,1,package,984,230,948,202,1020,258,1
243,9.720,2,package,768,430,727,400,809,460,1
243,9.720,3,package,870,330,836,303,904,357,1
244,9.760,1,package,988,230,952,202,1024,258,1
244,9.760,2,package,772,430,731,400,813,460,1
244,9.760,3,package,867,330,833,303,901,357,1
245,9.800,1,package,992,230,956,202,1028,258,1
245,9.800,2,package,775,430,734,400,816,460,1
245,9.800,3,package,864,330,830,303,898,357,1
246,9.840,1,package,996,230,960,202,1032,258,1
246,9.840,2,package,779,430,738,400,820,460,1
246,9.840,3,package,860,330,826,303,894,357,1
247,9.880,1,package,1000,230,964,202,1036,258,1
247,9.880,2,package,783,430,742,400,824,460,1
247,9.880,3,package,857,330,823,303,891,357,1
248,9.920,1,package,1004,230,968,202,1040,258,1
248,9.920,2,package,786,430,745,400,827,460,1
248,9.920,3,package,854,330,820,303,888,357,1
249,9.960,1,package,1007,230,971,202,1043,258,1
249,9.960,2,package,790,430,749,400,831,460,1
249,9.960,3,package,850,330,816,303,884,357,1
250,10.000,1,package,1011,230,975,202,1047,258,1
250,10.000,2,package,793,430,752,400,834,460,1
250,10.000,3,package,847,330,813,303,881,357,1
251,10.040,1,package,1015,230,979,202,1051,258,1
251,10.040,2,package,797,430,756,400,838,460,1
251,10.040,3,package,844,330,810,303,878,357,1
252,10.080,1,package,1019,230,983,202,1055,258,1
252,10.080,2,package,801,430,760,400,842,460,1
252,10.080,3,package,840,330,806,303,874,357,1
253,10.120,1,package,1023,230,987,202,1059,258,1
253,10.120,2,package,804,430,763,400,845,460,1
253,10.120,3,package,837,330,803,303,871,357,1
254,10.160,1,package,1027,230,991,202,1063,258,1
254,10.160,2,package,808,430,767,400,849,460,1
254,10.160,3,package,834,330,800,303,868,357,1
255,10.200,1,package,1030,230,994,202,1066,258,1
255,10.200,2,package,811,430,770,400,852,460,1
255,10.200,3,package,830,330,796,303,864,357,1
256,10.240,1,package,1034,230,998,202,1070,258,1
256,10.240,2,package,815,430,774,400,856,460,1
256,10.240,3,package,827,330,793,303,861,357,1
257,10.280,1,package,1038,230,1002,202,1074,258,1
257,10.280,2,package,818,430,777,400,859,460,1
257,10.280,3,package,824,330,790,303,858,357,1
258,10.320,1,package,1042,230,1006,202,1078,258,1
258,10.320,2,package,822,430,781,400,863,460,1
258,10.320,3,package,820,330,786,303,854,357,1
259,10.360,1,package,1046,230,1010,202,1082,258,1
259,10.360,2,package,826,430,785,400,867,460,1
259,10.360,3,package,817,330,783,303,851,357,1
260,10.400,1,package,1050,230,1014,202,1086,258,1
260,10.400,2,package,829,430,788,400,870,460,1
260,10.400,3,package,814,330,780,303,848,357,1
261,10.440,2,package,833,430,792,400,874,460,1
261,10.440,3,package,810,330,776,303,844,357,1
262,10.480,2,package,836,430,795,400,877,460,1
262,10.480,3,package,807,330,773,303,841,357,1
263,10.520,2,package,840,430,799,400,881,460,1
263,10.520,3,package,804,330,770,303,838,357,1
264,10.560,2,package,843,430,802,400,884,460,1
264,10.560,3,package,801,330,767,303,835,357,1
265,10.600,2,package,847,430,806,400,888,460,1
265,10.600,3,package,797,330,763,303,831,357,1
266,10.640,2,package,851,430,810,400,892,460,1
266,10.640,3,package,794,330,760,303,828,357,1
267,10.680,2,package,854,430,813,400,895,460,1
267,10.680,3,package,791,330,757,303,825,357,1
268,10.720,2,package,858,430,817,400,899,460,1
268,10.720,3,package,787,330,753,303,821,357,1
269,10.760,2,package,861,430,820,400,902,460,1
269,10.760,3,package,784,330,750,303,818,357,1
270,10.800,2,package,865,430,824,400,906,460,1
270,10.800,3,package,781,330,747,303,815,357,1
271,10.840,2,package,868,430,827,400,909,460,1
271,10.840,3,package,777,330,743,303,811,357,1
272,10.880,2,package,872,430,831,400,913,460,1
272,10.880,3,package,774,330,740,303,808,357,1
273,10.920,2,package,876,430,835,400,917,460,1
273,10.920,3,package,771,330,737,303,805,357,1
274,10.960,2,package,879,430,838,400,920,460,1
274,10.960,3,package,767,330,733,303,801,357,1
275,11.000,2,package,883,430,842,400,924,460,1
275,11.000,3,package,764,330,730,303,798,357,1
276,11.040,2,package,886,430,845,400,927,460,1
276,11.040,3,package,761,330,727,303,795,357,1
277,11.080,2,package,890,430,849,400,931,460,1
277,11.080,3,package,757,330,723,303,791,357,1
278,11.120,2,package,894,430,853,400,935,460,1
278,11.120,3,package,754,330,720,303,788,357,1
279,11.160,2,package,897,430,856,400,938,460,1
279,11.160,3,package,751,330,717,303,785,357,1
280,11.200,2,package,901,430,860,400,942,460,1
280,11.200,3,package,747,330,713,303,781,357,1
281,11.240,2,package,904,430,863,400,945,460,1
281,11.240,3,package,744,330,710,303,778,357,1
282,11.280,2,package,908,430,867,400,949,460,1
282,11.280,3,package,741,330,707,303,775,357,1
283,11.320,2,package,911,430,870,400,952,460,1
283,11.320,3,package,737,330,703,303,771,357,1
284,11.360,2,package,915,430,874,400,956,460,1
284,11.360,3,package,734,330,700,303,768,357,1
285,11.400,2,package,919,430,878,400,960,460,1
285,11.400,3,package,731,330,697,303,765,357,1
286,11.440,2,package,922,430,881,400,963,460,1
286,11.440,3,package,727,330,693,303,761,357,1
287,11.480,2,package,926,430,885,400,967,460,1
287,11.480,3,package,724,330,690,303,758,357,1
288,11.520,2,package,929,430,888,400,970,460,1
288,11.520,3,package,721,330,687,303,755,357,1
289,11.560,2,package,933,430,892,400,974,460,1
289,11.560,3,package,717,330,683,303,751,357,1
290,11.600,2,package,936,430,895,400,977,460,1
290,11.600,3,package,714,330,680,303,748,357,1
291,11.640,2,package,940,430,899,400,981,460,1
291,11.640,3,package,711,330,677,303,745,357,1
