frame,time_seconds,object_id,class,cx,cy,x1,y1,x2,y2,visible
69,2.760,12,package,1050,400,1013,372,1087,428,1
70,2.800,11,package,234,220,196,191,272,249,1
70,2.800,12,package,1047,400,1010,372,1084,428,1
71,2.840,11,package,237,220,199,191,275,249,1
71,2.840,12,package,1044,400,1007,372,1081,428,1
72,2.880,11,package,239,220,201,191,277,249,1
72,2.880,12,package,1041,400,1004,372,1078,428,1
73,2.920,11,package,242,220,204,191,280,249,1
73,2.920,12,package,1037,400,1000,372,1074,428,1
74,2.960,11,package,244,220,206,191,282,249,1
74,2.960,12,package,1034,400,997,372,1071,428,1
75,3.000,11,package,247,220,209,191,285,249,1
75,3.000,12,package,1031,400,994,372,1068,428,1
76,3.040,11,package,250,220,212,191,288,249,1
76,3.040,12,package,1028,400,991,372,1065,428,1
77,3.080,11,package,252,220,214,191,290,249,1
77,3.080,12,package,1024,400,987,372,1061,428,1
78,3.120,11,package,255,220,217,191,293,249,1
78,3.120,12,package,1021,400,984,372,1058,428,1
79,3.160,11,package,257,220,219,191,295,249,1
79,3.160,12,package,1018,400,981,372,1055,428,1
80,3.200,11,package,260,220,222,191,298,249,1
80,3.200,12,package,1015,400,978,372,1052,428,1
81,3.240,11,package,263,220,225,191,301,249,1
81,3.240,12,package,1011,400,974,372,1048,428,1
82,3.280,11,package,265,220,227,191,303,249,1
82,3.280,12,package,1008,400,971,372,1045,428,1
83,3.320,11,package,268,220,230,191,306,249,1
83,3.320,12,package,1005,400,968,372,1042,428,1
84,3.360,11,package,271,220,233,191,309,249,1
84,3.360,12,package,1002,400,965,372,1039,428,1
85,3.400,11,package,273,220,235,191,311,249,1
85,3.400,12,package,998,400,961,372,1035,428,1
86,3.440,11,package,276,220,238,191,314,249,1
86,3.440,12,package,995,400,958,372,1032,428,1
87,3.480,11,package,278,220,240,191,316,249,1
87,3.480,12,package,992,400,955,372,1029,428,1
88,3.520,11,package,281,220,243,191,319,249,1
88,3.520,12,package,989,400,952,372,1026,428,1
89,3.560,11,package,284,220,246,191,322,249,1
89,3.560,12,package,985,400,948,372,1022,428,1
90,3.600,11,package,286,220,248,191,324,249,1
90,3.600,12,package,982,400,945,372,1019,428,1
91,3.640,11,package,289,220,251,191,327,249,1
91,3.640,12,package,979,400,942,372,1016,428,1
92,3.680,11,package,291,220,253,191,329,249,1
92,3.680,12,package,976,400,939,372,1013,428,1
93,3.720,11,package,294,220,256,191,332,249,1
93,3.720,12,package,972,400,935,372,1009,428,1
94,3.760,11,package,297,220,259,191,335,249,1
94,3.760,12,package,969,400,932,372,1006,428,1
95,3.800,11,package,299,220,261,191,337,249,1
95,3.800,12,package,966,400,929,372,1003,428,1
96,3.840,11,package,302,220,264,191,340,249,1
96,3.840,12,package,963,400,926,372,1000,428,1
97,3.880,11,package,304,220,266,191,342,249,1
97,3.880,12,package,959,400,922,372,996,428,1
98,3.920,11,package,307,220,269,191,345,249,1
98,3.920,12,package,956,400,919,372,993,428,1
99,3.960,11,package,310,220,272,191,348,249,1
99,3.960,12,package,953,400,916,372,990,428,1
100,4.000,11,package,312,220,274,191,350,249,1
100,4.000,12,package,950,400,913,372,987,428,1
100,4.000,13,package,150,520,107,489,193,551,1
101,4.040,11,package,315,220,277,191,353,249,1
101,4.040,12,package,946,400,909,372,983,428,1
101,4.040,13,package,152,520,109,489,195,551,1
102,4.080,11,package,318,220,280,191,356,249,1
102,4.080,12,package,943,400,906,372,980,428,1
102,4.080,13,package,154,520,111,489,197,551,1
103,4.120,11,package,320,220,282,191,358,249,1
103,4.120,12,package,940,400,903,372,977,428,1
103,4.120,13,package,157,520,114,489,200,551,1
104,4.160,11,package,323,220,285,191,361,249,1
104,4.160,12,package,937,400,900,372,974,428,1
104,4.160,13,package,159,520,116,489,202,551,1
105,4.200,11,package,325,220,287,191,363,249,1
105,4.200,12,package,933,400,896,372,970,428,1
105,4.200,13,package,161,520,118,489,204,551,1
106,4.240,11,package,328,220,290,191,366,249,1
106,4.240,12,package,930,400,893,372,967,428,1
106,4.240,13,package,164,520,121,489,207,551,1
107,4.280,11,package,331,220,293,191,369,249,1
107,4.280,12,package,927,400,890,372,964,428,1
107,4.280,13,package,166,520,123,489,209,551,1
108,4.320,11,package,333,220,295,191,371,249,1
108,4.320,12,package,924,400,887,372,961,428,1
108,4.320,13,package,169,520,126,489,212,551,1
109,4.360,11,package,336,220,298,191,374,249,1
109,4.360,12,package,920,400,883,372,957,428,1
109,4.360,13,package,171,520,128,489,214,551,1
110,4.400,11,package,338,220,300,191,376,249,1
110,4.400,12,package,917,400,880,372,954,428,1
110,4.400,13,package,173,520,130,489,216,551,1
111,4.440,11,package,341,220,303,191,379,249,1
111,4.440,12,package,914,400,877,372,951,428,1
111,4.440,13,package,176,520,133,489,219,551,1
112,4.480,11,package,344,220,306,191,382,249,1
112,4.480,12,package,911,400,874,372,948,428,1
112,4.480,13,package,178,520,135,489,221,551,1
113,4.520,11,package,346,220,308,191,384,249,1
113,4.520,12,package,907,400,870,372,944,428,1
113,4.520,13,package,180,520,137,489,223,551,1
114,4.560,11,package,349,220,311,191,387,249,1
114,4.560,12,package,904,400,867,372,941,428,1
114,4.560,13,package,183,520,140,489,226,551,1
115,4.600,11,package,351,220,313,191,389,249,1
115,4.600,12,package,901,400,864,372,938,428,1
115,4.600,13,package,185,520,142,489,228,551,1
116,4.640,11,package,354,220,316,191,392,249,1
116,4.640,12,package,898,400,861,372,935,428,1
116,4.640,13,package,188,520,145,489,231,551,1
117,4.680,11,package,357,220,319,191,395,249,1
117,4.680,12,package,894,400,857,372,931,428,1
117,4.680,13,package,190,520,147,489,233,551,1
118,4.720,11,package,359,220,321,191,397,249,1
118,4.720,12,package,891,400,854,372,928,428,1
118,4.720,13,package,192,520,149,489,235,551,1
119,4.760,11,package,362,220,324,191,400,249,1
119,4.760,12,package,888,400,851,372,925,428,1
119,4.760,13,package,195,520,152,489,238,551,1
120,4.800,11,package,365,220,327,191,403,249,1
120,4.800,12,package,885,400,848,372,922,428,1
120,4.800,13,package,197,520,154,489,240,551,1
121,4.840,11,package,367,220,329,191,405,249,1
121,4.840,12,package,881,400,844,372,918,428,1
121,4.840,13,package,199,520,156,489,242,551,1
122,4.880,11,package,370,220,332,191,408,249,1
122,4.880,12,package,878,400,841,372,915,428,1
122,4.880,13,package,202,520,159,489,245,551,1
123,4.920,11,package,372,220,334,191,410,249,1
123,4.920,12,package,875,400,838,372,912,428,1
123,4.920,13,package,204,520,161,489,247,551,1
124,4.960,11,package,375,220,337,191,413,249,1
124,4.960,12,package,872,400,835,372,909,428,1
124,4.960,13,package,207,520,164,489,250,551,1
125,5.000,11,package,378,220,340,191,416,249,1
125,5.000,12,package,868,400,831,372,905,428,1
125,5.000,13,package,209,520,166,489,252,551,1
126,5.040,11,package,380,220,342,191,418,249,1
126,5.040,12,package,865,400,828,372,902,428,1
126,5.040,13,package,211,520,168,489,254,551,1
127,5.080,11,package,383,220,345,191,421,249,1
127,5.080,12,package,862,400,825,372,899,428,1
127,5.080,13,package,214,520,171,489,257,551,1
128,5.120,11,package,385,220,347,191,423,249,1
128,5.120,12,package,859,400,822,372,896,428,1
128,5.120,13,package,216,520,173,489,259,551,1
129,5.160,11,package,388,220,350,191,426,249,1
129,5.160,12,package,855,400,818,372,892,428,1
129,5.160,13,package,218,520,175,489,261,551,1
130,5.200,11,package,391,220,353,191,429,249,1
130,5.200,12,package,852,400,815,372,889,428,1
130,5.200,13,package,221,520,178,489,264,551,1
131,5.240,11,package,393,220,355,191,431,249,1
131,5.240,12,package,849,400,812,372,886,428,1
131,5.240,13,package,223,520,180,489,266,551,1
132,5.280,11,package,396,220,358,191,434,249,1
132,5.280,12,package,846,400,809,372,883,428,1
132,5.280,13,package,226,520,183,489,269,551,1
133,5.320,11,package,398,220,360,191,436,249,1
133,5.320,12,package,842,400,805,372,879,428,1
133,5.320,13,package,228,520,185,489,271,551,1
134,5.360,11,package,401,220,363,191,439,249,1
134,5.360,12,package,839,400,802,372,876,428,1
134,5.360,13,package,230,520,187,489,273,551,1
135,5.400,11,package,404,220,366,191,442,249,1
135,5.400,12,package,836,400,799,372,873,428,1
135,5.400,13,package,233,520,190,489,276,551,1
136,5.440,11,package,406,220,368,191,444,249,1
136,5.440,12,package,833,400,796,372,870,428,1
136,5.440,13,package,235,520,192,489,278,551,1
137,5.480,11,package,409,220,371,191,447,249,1
137,5.480,12,package,829,400,792,372,866,428,1
137,5.480,13,package,237,520,194,489,280,551,1
138,5.520,11,package,412,220,374,191,450,249,1
138,5.520,12,package,826,400,789,372,863,428,1
138,5.520,13,package,240,520,197,489,283,551,1
139,5.560,11,package,414,220,376,191,452,249,1
139,5.560,12,package,823,400,786,372,860,428,1
139,5.560,13,package,242,520,199,489,285,551,1
140,5.600,11,package,417,220,379,191,455,249,1
140,5.600,12,package,820,400,783,372,857,428,1
140,5.600,13,package,245,520,202,489,288,551,1
141,5.640,11,package,419,220,381,191,457,249,1
141,5.640,12,package,816,400,779,372,853,428,1
141,5.640,13,package,247,520,204,489,290,551,1
142,5.680,11,package,422,220,384,191,460,249,1
142,5.680,12,package,813,400,776,372,850,428,1
142,5.680,13,package,249,520,206,489,292,551,1
143,5.720,11,package,425,220,387,191,463,249,1
143,5.720,12,package,810,400,773,372,847,428,1
143,5.720,13,package,252,520,209,489,295,551,1
144,5.760,11,package,427,220,389,191,465,249,1
144,5.760,12,package,807,400,770,372,844,428,1
144,5.760,13,package,254,520,211,489,297,551,1
145,5.800,11,package,430,220,392,191,468,249,1
145,5.800,12,package,803,400,766,372,840,428,1
145,5.800,13,package,256,520,213,489,299,551,1
146,5.840,11,package,432,220,394,191,470,249,1
146,5.840,12,package,800,400,763,372,837,428,1
146,5.840,13,package,259,520,216,489,302,551,1
147,5.880,11,package,435,220,397,191,473,249,1
147,5.880,12,package,797,400,760,372,834,428,1
147,5.880,13,package,261,520,218,489,304,551,1
148,5.920,11,package,438,220,400,191,476,249,1
148,5.920,12,package,794,400,757,372,831,428,1
148,5.920,13,package,264,520,221,489,307,551,1
149,5.960,11,package,440,220,402,191,478,249,1
149,5.960,12,package,790,400,753,372,827,428,1
149,5.960,13,package,266,520,223,489,309,551,1
150,6.000,11,package,443,220,405,191,481,249,1
150,6.000,12,package,787,400,750,372,824,428,1
150,6.000,13,package,268,520,225,489,311,551,1
151,6.040,11,package,445,220,407,191,483,249,1
151,6.040,12,package,784,400,747,372,821,428,1
151,6.040,13,package,271,520,228,489,314,551,1
152,6.080,11,package,448,220,410,191,486,249,1
152,6.080,12,package,781,400,744,372,818,428,1
152,6.080,13,package,273,520,230,489,316,551,1
153,6.120,11,package,451,220,413,191,489,249,1
153,6.120,12,package,777,400,740,372,814,428,1
153,6.120,13,package,275,520,232,489,318,551,1
154,6.160,11,package,453,220,415,191,491,249,1
154,6.160,12,package,774,400,737,372,811,428,1
154,6.160,13,package,278,520,235,489,321,551,1
155,6.200,11,package,456,220,418,191,494,249,1
155,6.200,12,package,771,400,734,372,808,428,1
155,6.200,13,package,280,520,237,489,323,551,1
156,6.240,11,package,459,220,421,191,497,249,1
156,6.240,12,package,768,400,731,372,805,428,1
156,6.240,13,package,283,520,240,489,326,551,1
157,6.280,11,package,461,220,423,191,499,249,1
157,6.280,12,package,764,400,727,372,801,428,1
157,6.280,13,package,285,520,242,489,328,551,1
158,6.320,11,package,464,220,426,191,502,249,1
158,6.320,12,package,761,400,724,372,798,428,1
158,6.320,13,package,287,520,244,489,330,551,1
159,6.360,11,package,466,220,428,191,504,249,1
159,6.360,12,package,758,400,721,372,795,428,1
159,6.360,13,package,290,520,247,489,333,551,1
160,6.400,11,package,469,220,431,191,507,249,1
160,6.400,12,package,755,400,718,372,792,428,1
160,6.400,13,package,292,520,249,489,335,551,1
161,6.440,11,package,472,220,434,191,510,249,1
161,6.440,12,package,751,400,714,372,788,428,1
161,6.440,13,package,294,520,251,489,337,551,1
162,6.480,11,package,474,220,436,191,512,249,1
162,6.480,12,package,748,400,711,372,785,428,1
162,6.480,13,package,297,520,254,489,340,551,1
163,6.520,11,package,477,220,439,191,515,249,1
163,6.520,12,package,745,400,708,372,782,428,1
163,6.520,13,package,299,520,256,489,342,551,1
164,6.560,11,package,479,220,441,191,517,249,1
164,6.560,12,package,742,400,705,372,779,428,1
164,6.560,13,package,302,520,259,489,345,551,1
165,6.600,11,package,482,220,444,191,520,249,1
165,6.600,12,package,738,400,701,372,775,428,1
165,6.600,13,package,304,520,261,489,347,551,1
166,6.640,11,package,485,220,447,191,523,249,1
166,6.640,12,package,735,400,698,372,772,428,1
166,6.640,13,package,306,520,263,489,349,551,1
167,6.680,11,package,487,220,449,191,525,249,1
167,6.680,12,package,732,400,695,372,769,428,1
167,6.680,13,package,309,520,266,489,352,551,1
168,6.720,11,package,490,220,452,191,528,249,1
168,6.720,12,package,729,400,692,372,766,428,0
168,6.720,13,package,311,520,268,489,354,551,1
169,6.760,11,package,492,220,454,191,530,249,1
169,6.760,12,package,725,400,688,372,762,428,0
169,6.760,13,package,313,520,270,489,356,551,1
170,6.800,11,package,495,220,457,191,533,249,1
170,6.800,12,package,722,400,685,372,759,428,0
170,6.800,13,package,316,520,273,489,359,551,1
171,6.840,11,package,498,220,460,191,536,249,1
171,6.840,12,package,719,400,682,372,756,428,0
171,6.840,13,package,318,520,275,489,361,551,1
172,6.880,11,package,500,220,462,191,538,249,1
172,6.880,12,package,716,400,679,372,753,428,0
172,6.880,13,package,321,520,278,489,364,551,1
173,6.920,11,package,503,220,465,191,541,249,1
173,6.920,12,package,712,400,675,372,749,428,0
173,6.920,13,package,323,520,280,489,366,551,1
174,6.960,11,package,506,220,468,191,544,249,1
174,6.960,12,package,709,400,672,372,746,428,0
174,6.960,13,package,325,520,282,489,368,551,1
175,7.000,11,package,508,220,470,191,546,249,1
175,7.000,12,package,706,400,669,372,743,428,0
175,7.000,13,package,328,520,285,489,371,551,1
176,7.040,11,package,511,220,473,191,549,249,1
176,7.040,12,package,703,400,666,372,740,428,0
176,7.040,13,package,330,520,287,489,373,551,1
177,7.080,11,package,513,220,475,191,551,249,1
177,7.080,12,package,699,400,662,372,736,428,0
177,7.080,13,package,332,520,289,489,375,551,1
178,7.120,11,package,516,220,478,191,554,249,1
178,7.120,12,package,696,400,659,372,733,428,0
178,7.120,13,package,335,520,292,489,378,551,1
179,7.160,11,package,519,220,481,191,557,249,1
179,7.160,12,package,693,400,656,372,730,428,0
179,7.160,13,package,337,520,294,489,380,551,1
180,7.200,11,package,521,220,483,191,559,249,1
180,7.200,12,package,690,400,653,372,727,428,0
180,7.200,13,package,340,520,297,489,383,551,1
181,7.240,11,package,524,220,486,191,562,249,1
181,7.240,12,package,686,400,649,372,723,428,0
181,7.240,13,package,342,520,299,489,385,551,1
182,7.280,11,package,526,220,488,191,564,249,1
182,7.280,12,package,683,400,646,372,720,428,0
182,7.280,13,package,344,520,301,489,387,551,1
183,7.320,11,package,529,220,491,191,567,249,1
183,7.320,12,package,680,400,643,372,717,428,0
183,7.320,13,package,347,520,304,489,390,551,1
184,7.360,11,package,532,220,494,191,570,249,1
184,7.360,12,package,677,400,640,372,714,428,0
184,7.360,13,package,349,520,306,489,392,551,1
185,7.400,11,package,534,220,496,191,572,249,1
185,7.400,12,package,673,400,636,372,710,428,0
185,7.400,13,package,351,520,308,489,394,551,1
186,7.440,11,package,537,220,499,191,575,249,1
186,7.440,12,package,670,400,633,372,707,428,0
186,7.440,13,package,354,520,311,489,397,551,1
187,7.480,11,package,539,220,501,191,577,249,1
187,7.480,12,package,667,400,630,372,704,428,0
187,7.480,13,package,356,520,313,489,399,551,1
188,7.520,11,package,542,220,504,191,580,249,1
188,7.520,12,package,664,400,627,372,701,428,0
188,7.520,13,package,359,520,316,489,402,551,1
189,7.560,11,package,545,220,507,191,583,249,1
189,7.560,12,package,660,400,623,372,697,428,0
189,7.560,13,package,361,520,318,489,404,551,1
190,7.600,11,package,547,220,509,191,585,249,1
190,7.600,12,package,657,400,620,372,694,428,0
190,7.600,13,package,363,520,320,489,406,551,1
191,7.640,11,package,550,220,512,191,588,249,1
191,7.640,12,package,654,400,617,372,691,428,0
191,7.640,13,package,366,520,323,489,409,551,1
192,7.680,11,package,553,220,515,191,591,249,1
192,7.680,12,package,651,400,614,372,688,428,0
192,7.680,13,package,368,520,325,489,411,551,1
193,7.720,11,package,555,220,517,191,593,249,1
193,7.720,12,package,647,400,610,372,684,428,0
193,7.720,13,package,370,520,327,489,413,551,1
194,7.760,11,package,558,220,520,191,596,249,1
194,7.760,12,package,644,400,607,372,681,428,0
194,7.760,13,package,373,520,330,489,416,551,1
195,7.800,11,package,560,220,522,191,598,249,0
195,7.800,12,package,641,400,604,372,678,428,0
195,7.800,13,package,375,520,332,489,418,551,1
196,7.840,11,package,563,220,525,191,601,249,0
196,7.840,12,package,638,400,601,372,675,428,0
196,7.840,13,package,378,520,335,489,421,551,1
197,7.880,11,package,566,220,528,191,604,249,0
197,7.880,12,package,634,400,597,372,671,428,0
197,7.880,13,package,380,520,337,489,423,551,1
198,7.920,11,package,568,220,530,191,606,249,0
198,7.920,12,package,631,400,594,372,668,428,0
198,7.920,13,package,382,520,339,489,425,551,1
199,7.960,11,package,571,220,533,191,609,249,0
199,7.960,12,package,628,400,591,372,665,428,0
199,7.960,13,package,385,520,342,489,428,551,1
200,8.000,11,package,573,220,535,191,611,249,0
200,8.000,12,package,625,400,588,372,662,428,0
200,8.000,13,package,387,520,344,489,430,551,1
201,8.040,11,package,576,220,538,191,614,249,0
201,8.040,12,package,621,400,584,372,658,428,0
201,8.040,13,package,389,520,346,489,432,551,1
202,8.080,11,package,579,220,541,191,617,249,0
202,8.080,12,package,618,400,581,372,655,428,0
202,8.080,13,package,392,520,349,489,435,551,1
203,8.120,11,package,581,220,543,191,619,249,0
203,8.120,12,package,615,400,578,372,652,428,0
203,8.120,13,package,394,520,351,489,437,551,1
204,8.160,11,package,584,220,546,191,622,249,0
204,8.160,12,package,612,400,575,372,649,428,0
204,8.160,13,package,397,520,354,489,440,551,1
205,8.200,11,package,586,220,548,191,624,249,0
205,8.200,12,package,608,400,571,372,645,428,0
205,8.200,13,package,399,520,356,489,442,551,1
206,8.240,11,package,589,220,551,191,627,249,0
206,8.240,12,package,605,400,568,372,642,428,0
206,8.240,13,package,401,520,358,489,444,551,1
207,8.280,11,package,592,220,554,191,630,249,0
207,8.280,12,package,602,400,565,372,639,428,0
207,8.280,13,package,404,520,361,489,447,551,1
208,8.320,11,package,594,220,556,191,632,249,0
208,8.320,12,package,599,400,562,372,636,428,0
208,8.320,13,package,406,520,363,489,449,551,1
209,8.360,11,package,597,220,559,191,635,249,0
209,8.360,12,package,595,400,558,372,632,428,0
209,8.360,13,package,408,520,365,489,451,551,1
210,8.400,11,package,600,220,562,191,638,249,0
210,8.400,12,package,592,400,555,372,629,428,0
210,8.400,13,package,411,520,368,489,454,551,1
211,8.440,11,package,602,220,564,191,640,249,0
211,8.440,12,package,589,400,552,372,626,428,0
211,8.440,13,package,413,520,370,489,456,551,1
212,8.480,11,package,605,220,567,191,643,249,0
212,8.480,12,package,586,400,549,372,623,428,0
212,8.480,13,package,416,520,373,489,459,551,1
213,8.520,11,package,607,220,569,191,645,249,0
213,8.520,12,package,582,400,545,372,619,428,0
213,8.520,13,package,418,520,375,489,461,551,1
214,8.560,11,package,610,220,572,191,648,249,0
214,8.560,12,package,579,400,542,372,616,428,0
214,8.560,13,package,420,520,377,489,463,551,1
215,8.600,11,package,613,220,575,191,651,249,0
215,8.600,12,package,576,400,539,372,613,428,0
215,8.600,13,package,423,520,380,489,466,551,1
216,8.640,11,package,615,220,577,191,653,249,0
216,8.640,12,package,573,400,536,372,610,428,0
216,8.640,13,package,425,520,382,489,468,551,1
217,8.680,11,package,618,220,580,191,656,249,0
217,8.680,12,package,569,400,532,372,606,428,0
217,8.680,13,package,427,520,384,489,470,551,1
218,8.720,11,package,620,220,582,191,658,249,0
218,8.720,12,package,566,400,529,372,603,428,0
218,8.720,13,package,430,520,387,489,473,551,1
219,8.760,11,package,623,220,585,191,661,249,0
219,8.760,12,package,563,400,526,372,600,428,0
219,8.760,13,package,432,520,389,489,475,551,1
220,8.800,11,package,626,220,588,191,664,249,0
220,8.800,12,package,560,400,523,372,597,428,0
220,8.800,13,package,435,520,392,489,478,551,1
221,8.840,11,package,628,220,590,191,666,249,0
221,8.840,12,package,562,400,525,372,599,428,0
221,8.840,13,package,437,520,394,489,480,551,1
222,8.880,11,package,631,220,593,191,669,249,0
222,8.880,12,package,564,400,527,372,601,428,0
222,8.880,13,package,439,520,396,489,482,551,1
223,8.920,11,package,633,220,595,191,671,249,0
223,8.920,12,package,567,400,530,372,604,428,0
223,8.920,13,package,442,520,399,489,485,551,1
224,8.960,11,package,636,220,598,191,674,249,0
224,8.960,12,package,569,400,532,372,606,428,0
224,8.960,13,package,444,520,401,489,487,551,1
225,9.000,11,package,639,220,601,191,677,249,0
225,9.000,12,package,572,400,535,372,609,428,0
225,9.000,13,package,446,520,403,489,489,551,1
226,9.040,11,package,641,220,603,191,679,249,0
226,9.040,12,package,574,400,537,372,611,428,0
226,9.040,13,package,449,520,406,489,492,551,1
227,9.080,11,package,644,220,606,191,682,249,0
227,9.080,12,package,576,400,539,372,613,428,0
227,9.080,13,package,451,520,408,489,494,551,1
228,9.120,11,package,647,220,609,191,685,249,0
228,9.120,12,package,579,400,542,372,616,428,0
228,9.120,13,package,454,520,411,489,497,551,1
229,9.160,11,package,649,220,611,191,687,249,0
229,9.160,12,package,581,400,544,372,618,428,0
229,9.160,13,package,456,520,413,489,499,551,1
230,9.200,11,package,652,220,614,191,690,249,0
230,9.200,12,package,584,400,547,372,621,428,0
230,9.200,13,package,458,520,415,489,501,551,1
231,9.240,11,package,654,220,616,191,692,249,0
231,9.240,12,package,586,400,549,372,623,428,0
231,9.240,13,package,461,520,418,489,504,551,1
232,9.280,11,package,657,220,619,191,695,249,0
232,9.280,12,package,588,400,551,372,625,428,0
232,9.280,13,package,463,520,420,489,506,551,1
233,9.320,11,package,660,220,622,191,698,249,0
233,9.320,12,package,591,400,554,372,628,428,0
233,9.320,13,package,465,520,422,489,508,551,1
234,9.360,11,package,662,220,624,191,700,249,0
234,9.360,12,package,593,400,556,372,630,428,0
234,9.360,13,package,468,520,425,489,511,551,1
235,9.400,11,package,665,220,627,191,703,249,0
235,9.400,12,package,596,400,559,372,633,428,0
235,9.400,13,package,470,520,427,489,513,551,1
236,9.440,11,package,667,220,629,191,705,249,0
236,9.440,12,package,598,400,561,372,635,428,0
236,9.440,13,package,473,520,430,489,516,551,1
237,9.480,11,package,670,220,632,191,708,249,0
237,9.480,12,package,600,400,563,372,637,428,0
237,9.480,13,package,475,520,432,489,518,551,1
238,9.520,11,package,673,220,635,191,711,249,0
238,9.520,12,package,603,400,566,372,640,428,0
238,9.520,13,package,477,520,434,489,520,551,1
239,9.560,11,package,675,220,637,191,713,249,0
239,9.560,12,package,605,400,568,372,642,428,0
239,9.560,13,package,480,520,437,489,523,551,1
240,9.600,11,package,678,220,640,191,716,249,0
240,9.600,12,package,608,400,571,372,645,428,0
240,9.600,13,package,482,520,439,489,525,551,1
241,9.640,11,package,680,220,642,191,718,249,0
241,9.640,12,package,610,400,573,372,647,428,0
241,9.640,13,package,484,520,441,489,527,551,1
242,9.680,11,package,683,220,645,191,721,249,0
242,9.680,12,package,612,400,575,372,649,428,0
242,9.680,13,package,487,520,444,489,530,551,1
243,9.720,11,package,686,220,648,191,724,249,0
243,9.720,12,package,615,400,578,372,652,428,0
243,9.720,13,package,489,520,446,489,532,551,1
244,9.760,11,package,688,220,650,191,726,249,0
244,9.760,12,package,617,400,580,372,654,428,0
244,9.760,13,package,492,520,449,489,535,551,1
245,9.800,11,package,691,220,653,191,729,249,0
245,9.800,12,package,620,400,583,372,657,428,0
245,9.800,13,package,494,520,451,489,537,551,1
246,9.840,11,package,694,220,656,191,732,249,0
246,9.840,12,package,622,400,585,372,659,428,0
246,9.840,13,package,496,520,453,489,539,551,1
247,9.880,11,package,696,220,658,191,734,249,0
247,9.880,12,package,624,400,587,372,661,428,0
247,9.880,13,package,499,520,456,489,542,551,1
248,9.920,11,package,699,220,661,191,737,249,0
248,9.920,12,package,627,400,590,372,664,428,0
248,9.920,13,package,501,520,458,489,544,551,1
249,9.960,11,package,701,220,663,191,739,249,0
249,9.960,12,package,629,400,592,372,666,428,0
249,9.960,13,package,503,520,460,489,546,551,1
250,10.000,11,package,704,220,666,191,742,249,0
250,10.000,12,package,632,400,595,372,669,428,0
250,10.000,13,package,506,520,463,489,549,551,1
251,10.040,11,package,707,220,669,191,745,249,0
251,10.040,12,package,634,400,597,372,671,428,0
251,10.040,13,package,508,520,465,489,551,551,1
252,10.080,11,package,709,220,671,191,747,249,0
252,10.080,12,package,636,400,599,372,673,428,0
252,10.080,13,package,511,520,468,489,554,551,1
253,10.120,11,package,712,220,674,191,750,249,0
253,10.120,12,package,639,400,602,372,676,428,0
253,10.120,13,package,513,520,470,489,556,551,1
254,10.160,11,package,714,220,676,191,752,249,0
254,10.160,12,package,641,400,604,372,678,428,0
254,10.160,13,package,515,520,472,489,558,551,1
255,10.200,11,package,717,220,679,191,755,249,0
255,10.200,12,package,644,400,607,372,681,428,0
