frame,time_seconds,object_id,class,cx,cy,x1,y1,x2,y2,visible
144,5.760,32,package,344,360,305,330,383,390,1
145,5.800,31,package,475,230,438,202,512,258,1
145,5.800,32,package,347,360,308,330,386,390,1
146,5.840,31,package,478,230,441,202,515,258,1
146,5.840,32,package,350,360,311,330,389,390,1
147,5.880,31,package,481,230,444,202,518,258,1
147,5.880,32,package,353,360,314,330,392,390,1
148,5.920,31,package,483,230,446,202,520,258,1
148,5.920,32,package,356,360,317,330,395,390,1
149,5.960,31,package,486,230,449,202,523,258,1
149,5.960,32,package,359,360,320,330,398,390,1
150,6.000,31,package,489,230,452,202,526,258,1
150,6.000,32,package,363,360,324,330,402,390,1
150,6.000,33,package,150,490,115,463,185,517,1
151,6.040,31,package,492,230,455,202,529,258,1
151,6.040,32,package,366,360,327,330,405,390,1
151,6.040,33,package,153,490,118,463,188,517,1
152,6.080,31,package,494,230,457,202,531,258,1
152,6.080,32,package,369,360,330,330,408,390,1
152,6.080,33,package,156,490,121,463,191,517,1
153,6.120,31,package,497,230,460,202,534,258,1
153,6.120,32,package,372,360,333,330,411,390,1
153,6.120,33,package,160,490,125,463,195,517,1
154,6.160,31,package,500,230,463,202,537,258,1
154,6.160,32,package,375,360,336,330,414,390,1
154,6.160,33,package,163,490,128,463,198,517,1
155,6.200,31,package,503,230,466,202,540,258,1
155,6.200,32,package,379,360,340,330,418,390,1
155,6.200,33,package,166,490,131,463,201,517,1
156,6.240,31,package,506,230,469,202,543,258,1
156,6.240,32,package,382,360,343,330,421,390,1
156,6.240,33,package,170,490,135,463,205,517,1
157,6.280,31,package,508,230,471,202,545,258,1
157,6.280,32,package,385,360,346,330,424,390,1
157,6.280,33,package,173,490,138,463,208,517,1
158,6.320,31,package,511,230,474,202,548,258,1
158,6.320,32,package,388,360,349,330,427,390,1
158,6.320,33,package,177,490,142,463,212,517,1
159,6.360,31,package,514,230,477,202,551,258,1
159,6.360,32,package,391,360,352,330,430,390,1
159,6.360,33,package,180,490,145,463,215,517,1
160,6.400,31,package,517,230,480,202,554,258,1
160,6.400,32,package,395,360,356,330,434,390,1
160,6.400,33,package,183,490,148,463,218,517,1
161,6.440,31,package,519,230,482,202,556,258,1
161,6.440,32,package,398,360,359,330,437,390,1
161,6.440,33,package,187,490,152,463,222,517,1
162,6.480,31,package,522,230,485,202,559,258,1
162,6.480,32,package,401,360,362,330,440,390,1
162,6.480,33,package,190,490,155,463,225,517,1
163,6.520,31,package,525,230,488,202,562,258,1
163,6.520,32,package,404,360,365,330,443,390,1
163,6.520,33,package,193,490,158,463,228,517,1
164,6.560,31,package,528,230,491,202,565,258,1
164,6.560,32,package,407,360,368,330,446,390,1
164,6.560,33,package,197,490,162,463,232,517,1
165,6.600,31,package,530,230,493,202,567,258,1
165,6.600,32,package,410,360,371,330,449,390,1
165,6.600,33,package,200,490,165,463,235,517,1
166,6.640,31,package,533,230,496,202,570,258,1
166,6.640,32,package,414,360,375,330,453,390,1
166,6.640,33,package,204,490,169,463,239,517,1
167,6.680,31,package,536,230,499,202,573,258,1
167,6.680,32,package,417,360,378,330,456,390,1
167,6.680,33,package,207,490,172,463,242,517,1
168,6.720,31,package,539,230,502,202,576,258,1
168,6.720,32,package,420,360,381,330,459,390,1
168,6.720,33,package,210,490,175,463,245,517,1
169,6.760,31,package,541,230,504,202,578,258,1
169,6.760,32,package,423,360,384,330,462,390,1
169,6.760,33,package,214,490,179,463,249,517,1
170,6.800,31,package,544,230,507,202,581,258,1
170,6.800,32,package,426,360,387,330,465,390,1
170,6.800,33,package,217,490,182,463,252,517,1
171,6.840,31,package,547,230,510,202,584,258,1
171,6.840,32,package,430,360,391,330,469,390,1
171,6.840,33,package,220,490,185,463,255,517,1
172,6.880,31,package,550,230,513,202,587,258,1
172,6.880,32,package,433,360,394,330,472,390,1
172,6.880,33,package,224,490,189,463,259,517,1
173,6.920,31,package,553,230,516,202,590,258,1
173,6.920,32,package,436,360,397,330,475,390,1
173,6.920,33,package,227,490,192,463,262,517,1
174,6.960,31,package,555,230,518,202,592,258,1
174,6.960,32,package,439,360,400,330,478,390,1
174,6.960,33,package,231,490,196,463,266,517,1
175,7.000,31,package,558,230,521,202,595,258,1
175,7.000,32,package,442,360,403,330,481,390,1
175,7.000,33,package,234,490,199,463,269,517,1
176,7.040,31,package,561,230,524,202,598,258,1
176,7.040,32,package,446,360,407,330,485,390,1
176,7.040,33,package,237,490,202,463,272,517,1
177,7.080,31,package,564,230,527,202,601,258,1
177,7.080,32,package,449,360,410,330,488,390,1
177,7.080,33,package,241,490,206,463,276,517,1
178,7.120,31,package,566,230,529,202,603,258,1
178,7.120,32,package,452,360,413,330,491,390,1
178,7.120,33,package,244,490,209,463,279,517,1
179,7.160,31,package,569,230,532,202,606,258,1
179,7.160,32,package,455,360,416,330,494,390,1
179,7.160,33,package,247,490,212,463,282,517,1
180,7.200,31,package,572,230,535,202,609,258,1
180,7.200,32,package,458,360,419,330,497,390,1
180,7.200,33,package,251,490,216,463,286,517,1
181,7.240,31,package,575,230,538,202,612,258,1
181,7.240,32,package,461,360,422,330,500,390,1
181,7.240,33,package,254,490,219,463,289,517,1
182,7.280,31,package,577,230,540,202,614,258,1
182,7.280,32,package,465,360,426,330,504,390,1
182,7.280,33,package,258,490,223,463,293,517,1
183,7.320,31,package,580,230,543,202,617,258,1
183,7.320,32,package,468,360,429,330,507,390,1
183,7.320,33,package,261,490,226,463,296,517,1
184,7.360,31,package,583,230,546,202,620,258,1
184,7.360,32,package,471,360,432,330,510,390,1
184,7.360,33,package,264,490,229,463,299,517,1
185,7.400,31,package,586,230,549,202,623,258,1
185,7.400,32,package,474,360,435,330,513,390,1
185,7.400,33,package,268,490,233,463,303,517,1
186,7.440,31,package,588,230,551,202,625,258,1
186,7.440,32,package,477,360,438,330,516,390,1
186,7.440,33,package,271,490,236,463,306,517,1
187,7.480,31,package,591,230,554,202,628,258,1
187,7.480,32,package,481,360,442,330,520,390,1
187,7.480,33,package,274,490,239,463,309,517,1
188,7.520,31,package,594,230,557,202,631,258,1
188,7.520,32,package,484,360,445,330,523,390,1
188,7.520,33,package,278,490,243,463,313,517,1
189,7.560,31,package,597,230,560,202,634,258,1
189,7.560,32,package,487,360,448,330,526,390,1
189,7.560,33,package,281,490,246,463,316,517,1
190,7.600,31,package,600,230,563,202,637,258,1
190,7.600,32,package,490,360,451,330,529,390,1
190,7.600,33,package,285,490,250,463,320,517,1
191,7.640,31,package,600,230,563,202,637,258,1
191,7.640,32,package,493,360,454,330,532,390,1
191,7.640,33,package,288,490,253,463,323,517,1
192,7.680,31,package,600,230,563,202,637,258,1
192,7.680,32,package,497,360,458,330,536,390,1
192,7.680,33,package,291,490,256,463,326,517,1
193,7.720,31,package,600,230,563,202,637,258,1
193,7.720,32,package,500,360,461,330,539,390,1
193,7.720,33,package,295,490,260,463,330,517,1
194,7.760,31,package,600,230,563,202,637,258,1
194,7.760,32,package,503,360,464,330,542,390,1
194,7.760,33,package,298,490,263,463,333,517,1
195,7.800,31,package,600,230,563,202,637,258,1
195,7.800,32,package,506,360,467,330,545,390,1
195,7.800,33,package,301,490,266,463,336,517,1
196,7.840,31,package,600,230,563,202,637,258,1
196,7.840,32,package,509,360,470,330,548,390,1
196,7.840,33,package,305,490,270,463,340,517,1
197,7.880,31,package,600,230,563,202,637,258,1
197,7.880,32,package,512,360,473,330,551,390,1
197,7.880,33,package,308,490,273,463,343,517,1
198,7.920,31,package,600,230,563,202,637,258,1
198,7.920,32,package,516,360,477,330,555,390,1
198,7.920,33,package,312,490,277,463,347,517,1
199,7.960,31,package,600,230,563,202,637,258,1
199,7.960,32,package,519,360,480,330,558,390,1
199,7.960,33,package,315,490,280,463,350,517,1
200,8.000,31,package,600,230,563,202,637,258,1
200,8.000,32,package,522,360,483,330,561,390,1
200,8.000,33,package,318,490,283,463,353,517,1
201,8.040,31,package,600,230,563,202,637,258,1
201,8.040,32,package,525,360,486,330,564,390,1
201,8.040,33,package,322,490,287,463,357,517,1
202,8.080,31,package,600,230,563,202,637,258,1
202,8.080,32,package,528,360,489,330,567,390,1
202,8.080,33,package,325,490,290,463,360,517,1
203,8.120,31,package,600,230,563,202,637,258,1
203,8.120,32,package,532,360,493,330,571,390,1
203,8.120,33,package,328,490,293,463,363,517,1
204,8.160,31,package,600,230,563,202,637,258,1
204,8.160,32,package,535,360,496,330,574,390,1
204,8.160,33,package,332,490,297,463,367,517,1
205,8.200,31,package,600,230,563,202,637,258,1
205,8.200,32,package,538,360,499,330,577,390,1
205,8.200,33,package,335,490,300,463,370,517,1
206,8.240,31,package,600,230,563,202,637,258,1
206,8.240,32,package,541,360,502,330,580,390,1
206,8.240,33,package,339,490,304,463,374,517,1
207,8.280,31,package,600,230,563,202,637,258,1
207,8.280,32,package,544,360,505,330,583,390,1
207,8.280,33,package,342,490,307,463,377,517,1
208,8.320,31,package,600,230,563,202,637,258,1
208,8.320,32,package,548,360,509,330,587,390,1
208,8.320,33,package,345,490,310,463,380,517,1
209,8.360,31,package,600,230,563,202,637,258,1
209,8.360,32,package,551,360,512,330,590,390,1
209,8.360,33,package,349,490,314,463,384,517,1
210,8.400,31,package,600,230,563,202,637,258,1
210,8.400,32,package,554,360,515,330,593,390,1
210,8.400,33,package,352,490,317,463,387,517,1
211,8.440,31,package,600,230,563,202,637,258,1
211,8.440,32,package,557,360,518,330,596,390,1
211,8.440,33,package,355,490,320,463,390,517,1
212,8.480,31,package,600,230,563,202,637,258,1
212,8.480,32,package,560,360,521,330,599,390,1
212,8.480,33,package,359,490,324,463,394,517,1
213,8.520,31,package,600,230,563,202,637,258,1
213,8.520,32,package,563,360,524,330,602,390,1
213,8.520,33,package,362,490,327,463,397,517,1
214,8.560,31,package,600,230,563,202,637,258,1
214,8.560,32,package,567,360,528,330,606,390,1
214,8.560,33,package,366,490,331,463,401,517,1
215,8.600,31,package,600,230,563,202,637,258,1
215,8.600,32,package,570,360,531,330,609,390,1
215,8.600,33,package,369,490,334,463,404,517,1
216,8.640,31,package,600,230,563,202,637,258,1
216,8.640,32,package,573,360,534,330,612,390,1
216,8.640,33,package,372,490,337,463,407,517,1
217,8.680,31,package,600,230,563,202,637,258,1
217,8.680,32,package,576,360,537,330,615,390,1
217,8.680,33,package,376,490,341,463,411,517,1
218,8.720,31,package,600,230,563,202,637,258,1
218,8.720,32,package,579,360,540,330,618,390,1
218,8.720,33,package,379,490,344,463,414,517,1
219,8.760,31,package,600,230,563,202,637,258,1
219,8.760,32,package,583,360,544,330,622,390,1
219,8.760,33,package,382,490,347,463,417,517,1
220,8.800,31,package,600,230,563,202,637,258,1
220,8.800,32,package,586,360,547,330,625,390,1
220,8.800,33,package,386,490,351,463,421,517,1
221,8.840,31,package,600,230,563,202,637,258,1
221,8.840,32,package,589,360,550,330,628,390,1
221,8.840,33,package,389,490,354,463,424,517,1
222,8.880,31,package,600,230,563,202,637,258,1
222,8.880,32,package,592,360,553,330,631,390,1
222,8.880,33,package,393,490,358,463,428,517,1
223,8.920,31,package,600,230,563,202,637,258,1
223,8.920,32,package,595,360,556,330,634,390,1
223,8.920,33,package,396,490,361,463,431,517,1
224,8.960,31,package,600,230,563,202,637,258,1
224,8.960,32,package,599,360,560,330,638,390,1
224,8.960,33,package,399,490,364,463,434,517,1
225,9.000,31,package,600,230,563,202,637,258,1
225,9.000,32,package,602,360,563,330,641,390,1
225,9.000,33,package,403,490,368,463,438,517,1
226,9.040,31,package,600,230,563,202,637,258,1
226,9.040,32,package,605,360,566,330,644,390,1
226,9.040,33,package,406,490,371,463,441,517,1
227,9.080,31,package,600,230,563,202,637,258,1
227,9.080,32,package,608,360,569,330,647,390,1
227,9.080,33,package,409,490,374,463,444,517,1
228,9.120,31,package,600,230,563,202,637,258,1
228,9.120,32,package,611,360,572,330,650,390,1
228,9.120,33,package,413,490,378,463,448,517,1
229,9.160,31,package,600,230,563,202,637,258,1
229,9.160,32,package,614,360,575,330,653,390,1
229,9.160,33,package,416,490,381,463,451,517,1
230,9.200,31,package,600,230,563,202,637,258,1
230,9.200,32,package,618,360,579,330,657,390,1
230,9.200,33,package,420,490,385,463,455,517,1
231,9.240,31,package,600,230,563,202,637,258,1
231,9.240,32,package,621,360,582,330,660,390,1
231,9.240,33,package,423,490,388,463,458,517,1
232,9.280,31,package,600,230,563,202,637,258,1
232,9.280,32,package,624,360,585,330,663,390,1
232,9.280,33,package,426,490,391,463,461,517,1
233,9.320,31,package,600,230,563,202,637,258,1
233,9.320,32,package,627,360,588,330,666,390,1
233,9.320,33,package,430,490,395,463,465,517,1
234,9.360,31,package,600,230,563,202,637,258,1
234,9.360,32,package,630,360,591,330,669,390,1
234,9.360,33,package,433,490,398,463,468,517,1
235,9.400,31,package,600,230,563,202,637,258,1
235,9.400,32,package,634,360,595,330,673,390,1
235,9.400,33,package,436,490,401,463,471,517,1
236,9.440,31,package,600,230,563,202,637,258,1
236,9.440,32,package,637,360,598,330,676,390,1
236,9.440,33,package,440,490,405,463,475,517,1
237,9.480,31,package,600,230,563,202,637,258,1
237,9.480,32,package,640,360,601,330,679,390,1
237,9.480,33,package,443,490,408,463,478,517,1
238,9.520,31,package,600,230,563,202,637,258,1
238,9.520,32,package,643,360,604,330,682,390,1
238,9.520,33,package,447,490,412,463,482,517,1
239,9.560,31,package,600,230,563,202,637,258,1
239,9.560,32,package,646,360,607,330,685,390,1
239,9.560,33,package,450,490,415,463,485,517,1
240,9.600,31,package,600,230,563,202,637,258,1
240,9.600,32,package,650,360,611,330,689,390,1
240,9.600,33,package,453,490,418,463,488,517,1
241,9.640,31,package,600,230,563,202,637,258,1
241,9.640,32,package,650,360,611,330,689,390,1
241,9.640,33,package,457,490,422,463,492,517,1
242,9.680,31,package,600,230,563,202,637,258,1
242,9.680,32,package,650,360,611,330,689,390,1
242,9.680,33,package,460,490,425,463,495,517,1
243,9.720,31,package,600,230,563,202,637,258,1
243,9.720,32,package,650,360,611,330,689,390,1
243,9.720,33,package,463,490,428,463,498,517,1
244,9.760,31,package,600,230,563,202,637,258,1
244,9.760,32,package,650,360,611,330,689,390,1
244,9.760,33,package,467,490,432,463,502,517,1
245,9.800,31,package,600,230,563,202,637,258,1
245,9.800,32,package,650,360,611,330,689,390,1
245,9.800,33,package,470,490,435,463,505,517,1
246,9.840,31,package,600,230,563,202,637,258,1
246,9.840,32,package,650,360,611,330,689,390,1
246,9.840,33,package,474,490,439,463,509,517,1
247,9.880,31,package,600,230,563,202,637,258,1
247,9.880,32,package,650,360,611,330,689,390,1
247,9.880,33,package,477,490,442,463,512,517,1
248,9.920,31,package,600,230,563,202,637,258,1
248,9.920,32,package,650,360,611,330,689,390,1
248,9.920,33,package,480,490,445,463,515,517,1
249,9.960,31,package,600,230,563,202,637,258,1
249,9.960,32,package,650,360,611,330,689,390,1
249,9.960,33,package,484,490,449,463,519,517,1
250,10.000,31,package,600,230,563,202,637,258,1
250,10.000,32,package,650,360,611,330,689,390,1
250,10.000,33,package,487,490,452,463,522,517,1
251,10.040,31,package,600,230,563,202,637,258,1
251,10.040,32,package,650,360,611,330,689,390,1
251,10.040,33,package,490,490,455,463,525,517,1
252,10.080,31,package,600,230,563,202,637,258,1
252,10.080,32,package,650,360,611,330,689,390,1
252,10.080,33,package,494,490,459,463,529,517,1
253,10.120,31,package,600,230,563,202,637,258,1
253,10.120,32,package,650,360,611,330,689,390,1
253,10.120,33,package,497,490,462,463,532,517,1
254,10.160,31,package,600,230,563,202,637,258,1
254,10.160,32,package,650,360,611,330,689,390,1
254,10.160,33,package,501,490,466,463,536,517,1
255,10.200,31,package,600,230,563,202,637,258,1
255,10.200,32,package,650,360,611,330,689,390,1
255,10.200,33,package,504,490,469,463,539,517,1
256,10.240,31,package,600,230,563,202,637,258,1
256,10.240,32,package,650,360,611,330,689,390,1
256,10.240,33,package,507,490,472,463,542,517,1
257,10.280,31,package,600,230,563,202,637,258,1
257,10.280,32,package,650,360,611,330,689,390,1
257,10.280,33,package,511,490,476,463,546,517,1
258,10.320,31,package,600,230,563,202,637,258,1
258,10.320,32,package,650,360,611,330,689,390,1
258,10.320,33,package,514,490,479,463,549,517,1
259,10.360,31,package,600,230,563,202,637,258,1
259,10.360,32,package,650,360,611,330,689,390,1
259,10.360,33,package,517,490,482,463,552,517,1
260,10.400,31,package,600,230,563,202,637,258,1
260,10.400,32,package,650,360,611,330,689,390,1
260,10.400,33,package,521,490,486,463,556,517,1
261,10.440,31,package,600,230,563,202,637,258,1
261,10.440,32,package,650,360,611,330,689,390,1
261,10.440,33,package,524,490,489,463,559,517,1
262,10.480,31,package,600,230,563,202,637,258,1
262,10.480,32,package,650,360,611,330,689,390,1
262,10.480,33,package,528,490,493,463,563,517,1
263,10.520,31,package,600,230,563,202,637,258,1
263,10.520,32,package,650,360,611,330,689,390,1
263,10.520,33,package,531,490,496,463,566,517,1
264,10.560,31,package,600,230,563,202,637,258,1
264,10.560,32,package,650,360,611,330,689,390,1
264,10.560,33,package,534,490,499,463,569,517,1
265,10.600,31,package,600,230,563,202,637,258,1
265,10.600,32,package,650,360,611,330,689,390,1
265,10.600,33,package,538,490,503,463,573,517,1
266,10.640,31,package,600,230,563,202,637,258,1
266,10.640,32,package,650,360,611,330,689,390,1
266,10.640,33,package,541,490,506,463,576,517,1
267,10.680,31,package,600,230,563,202,637,258,1
267,10.680,32,package,650,360,611,330,689,390,1
267,10.680,33,package,544,490,509,463,579,517,1
268,10.720,31,package,600,230,563,202,637,258,1
268,10.720,32,package,650,360,611,330,689,390,1
268,10.720,33,package,548,490,513,463,583,517,1
269,10.760,31,package,600,230,563,202,637,258,1
269,10.760,32,package,650,360,611,330,689,390,1
269,10.760,33,package,551,490,516,463,586,517,1
270,10.800,31,package,600,230,563,202,637,258,1
270,10.800,32,package,650,360,611,330,689,390,1
270,10.800,33,package,555,490,520,463,590,517,1
271,10.840,31,package,600,230,563,202,637,258,1
271,10.840,32,package,650,360,611,330,689,390,1
271,10.840,33,package,558,490,523,463,593,517,1
272,10.880,31,package,600,230,563,202,637,258,1
272,10.880,32,package,650,360,611,330,689,390,1
272,10.880,33,package,561,490,526,463,596,517,1
273,10.920,31,package,600,230,563,202,637,258,1
273,10.920,32,package,650,360,611,330,689,390,1
273,10.920,33,package,565,490,530,463,600,517,1
274,10.960,31,package,600,230,563,202,637,258,1
274,10.960,32,package,650,360,611,330,689,390,1
274,10.960,33,package,568,490,533,463,603,517,1
275,11.000,31,package,600,230,563,202,637,258,1
275,11.000,32,package,650,360,611,330,689,390,1
275,11.000,33,package,571,490,536,463,606,517,1
276,11.040,31,package,600,230,563,202,637,258,1
276,11.040,32,package,650,360,611,330,689,390,1
